WARNING:tensorflow:From train.py:17: The name tf.set_random_seed is deprecated. Please use tf.compat.v1.set_random_seed instead.

WARNING:tensorflow:From train.py:105: The name tf.Session is deprecated. Please use tf.compat.v1.Session instead.

2024-07-01 19:52:39.861307: I tensorflow/core/platform/cpu_feature_guard.cc:142] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2024-07-01 19:52:39.881647: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x7f9e0182ce60 initialized for platform Host (this does not guarantee that XLA will be used). Devices:
2024-07-01 19:52:39.881679: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (0): Host, Default Version
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:9: The name tf.placeholder is deprecated. Please use tf.compat.v1.placeholder instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:19: The name tf.get_variable is deprecated. Please use tf.compat.v1.get_variable instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:32: dense (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.Dense instead.
WARNING:tensorflow:From /Users/qfy/anaconda3/envs/tensorflow/lib/python3.7/site-packages/tensorflow_core/python/layers/core.py:187: Layer.apply (from tensorflow.python.keras.engine.base_layer) is deprecated and will be removed in a future version.
Instructions for updating:
Please use `layer.__call__` method instead.
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:225: The name tf.AUTO_REUSE is deprecated. Please use tf.compat.v1.AUTO_REUSE instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:234: where (from tensorflow.python.ops.array_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.where in 2.0, which has the same broadcast rule as np.where
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:54: batch_normalization (from tensorflow.python.layers.normalization) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.BatchNormalization instead.  In particular, `tf.control_dependencies(tf.GraphKeys.UPDATE_OPS)` should not be used (consult the `tf.keras.layers.batch_normalization` documentation).
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/Dice.py:4: The name tf.variable_scope is deprecated. Please use tf.compat.v1.variable_scope instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:133: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use `tf.cast` instead.
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:147: The name tf.assign is deprecated. Please use tf.compat.v1.assign instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:155: The name tf.trainable_variables is deprecated. Please use tf.compat.v1.trainable_variables instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:156: The name tf.train.GradientDescentOptimizer is deprecated. Please use tf.compat.v1.train.GradientDescentOptimizer instead.

WARNING:tensorflow:From train.py:108: The name tf.global_variables_initializer is deprecated. Please use tf.compat.v1.global_variables_initializer instead.

WARNING:tensorflow:From train.py:109: The name tf.local_variables_initializer is deprecated. Please use tf.compat.v1.local_variables_initializer instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:195: The name tf.train.Saver is deprecated. Please use tf.compat.v1.train.Saver instead.

[None, 300]
[None, 300]
[None, 300]
[None, 300]
(?, 100, ?, 1200)
[None, 100, 300]
[None, 2]
test_gauc: 0.5017	 test_auc: 0.5008
Epoch 0 Global_step 1000	Train_loss: 0.6870	Eval_GAUC: 0.6601	Eval_AUC: 0.6605
Epoch 2 Global_step 181000	Train_loss: 0.4143	Eval_GAUC: 0.9031	Eval_AUC: 0.9065
Epoch 2 Global_step 182000	Train_loss: 0.4196	Eval_GAUC: 0.8964	Eval_AUC: 0.9023
Epoch 2 Global_step 183000	Train_loss: 0.4191	Eval_GAUC: 0.9149	Eval_AUC: 0.9189
Epoch 2 Global_step 184000	Train_loss: 0.4200	Eval_GAUC: 0.9074	Eval_AUC: 0.9111
Epoch 2 Global_step 185000	Train_loss: 0.4226	Eval_GAUC: 0.9082	Eval_AUC: 0.9131
Epoch 2 Global_step 186000	Train_loss: 0.4247	Eval_GAUC: 0.9053	Eval_AUC: 0.9087
Epoch 2 Global_step 187000	Train_loss: 0.4199	Eval_GAUC: 0.9178	Eval_AUC: 0.9230
Epoch 2 Global_step 188000	Train_loss: 0.4213	Eval_GAUC: 0.9093	Eval_AUC: 0.9143
Epoch 2 Global_step 189000	Train_loss: 0.4285	Eval_GAUC: 0.8860	Eval_AUC: 0.8924
Epoch 2 Global_step 190000	Train_loss: 0.4222	Eval_GAUC: 0.9154	Eval_AUC: 0.9193
Epoch 2 Global_step 191000	Train_loss: 0.4233	Eval_GAUC: 0.9135	Eval_AUC: 0.9170
Epoch 2 Global_step 192000	Train_loss: 0.4194	Eval_GAUC: 0.9255	Eval_AUC: 0.9289
Epoch 2 Global_step 193000	Train_loss: 0.4165	Eval_GAUC: 0.9164	Eval_AUC: 0.9191
Epoch 2 Global_step 194000	Train_loss: 0.4193	Eval_GAUC: 0.9066	Eval_AUC: 0.9101
Epoch 2 Global_step 195000	Train_loss: 0.4210	Eval_GAUC: 0.9122	Eval_AUC: 0.9168
Epoch 2 Global_step 196000	Train_loss: 0.4200	Eval_GAUC: 0.9135	Eval_AUC: 0.9178
Epoch 2 Global_step 197000	Train_loss: 0.4197	Eval_GAUC: 0.9222	Eval_AUC: 0.9257
Epoch 2 Global_step 198000	Train_loss: 0.4256	Eval_GAUC: 0.9035	Eval_AUC: 0.9067
Epoch 2 Global_step 199000	Train_loss: 0.4167	Eval_GAUC: 0.9003	Eval_AUC: 0.9038
Epoch 2 Global_step 200000	Train_loss: 0.4193	Eval_GAUC: 0.9018	Eval_AUC: 0.9066
Epoch 2 Global_step 201000	Train_loss: 0.4237	Eval_GAUC: 0.9119	Eval_AUC: 0.9154
Epoch 2 Global_step 202000	Train_loss: 0.4216	Eval_GAUC: 0.9172	Eval_AUC: 0.9217
Epoch 2 Global_step 203000	Train_loss: 0.4247	Eval_GAUC: 0.9170	Eval_AUC: 0.9199
Epoch 2 Global_step 204000	Train_loss: 0.4247	Eval_GAUC: 0.9178	Eval_AUC: 0.9219
Epoch 2 Global_step 205000	Train_loss: 0.4244	Eval_GAUC: 0.9027	Eval_AUC: 0.9083
Epoch 2 Global_step 206000	Train_loss: 0.4201	Eval_GAUC: 0.9218	Eval_AUC: 0.9239
Epoch 2 Global_step 207000	Train_loss: 0.4236	Eval_GAUC: 0.9168	Eval_AUC: 0.9220
Epoch 2 Global_step 208000	Train_loss: 0.4215	Eval_GAUC: 0.9002	Eval_AUC: 0.9036
Epoch 2 Global_step 209000	Train_loss: 0.4212	Eval_GAUC: 0.9118	Eval_AUC: 0.9148
Epoch 2 Global_step 210000	Train_loss: 0.4211	Eval_GAUC: 0.9190	Eval_AUC: 0.9230
Epoch 2 Global_step 211000	Train_loss: 0.4259	Eval_GAUC: 0.8973	Eval_AUC: 0.9013
Epoch 2 Global_step 212000	Train_loss: 0.4232	Eval_GAUC: 0.9066	Eval_AUC: 0.9106
Epoch 2 Global_step 213000	Train_loss: 0.4268	Eval_GAUC: 0.9254	Eval_AUC: 0.9284
Epoch 2 Global_step 214000	Train_loss: 0.4213	Eval_GAUC: 0.8996	Eval_AUC: 0.9042
Epoch 2 Global_step 215000	Train_loss: 0.4203	Eval_GAUC: 0.9238	Eval_AUC: 0.9285
Epoch 2 Global_step 216000	Train_loss: 0.4272	Eval_GAUC: 0.9214	Eval_AUC: 0.9253
Epoch 2 Global_step 217000	Train_loss: 0.4247	Eval_GAUC: 0.9161	Eval_AUC: 0.9204
Epoch 2 Global_step 218000	Train_loss: 0.4204	Eval_GAUC: 0.8982	Eval_AUC: 0.9018
Epoch 2 Global_step 219000	Train_loss: 0.4254	Eval_GAUC: 0.8967	Eval_AUC: 0.9005
Epoch 2 Global_step 220000	Train_loss: 0.4264	Eval_GAUC: 0.8997	Eval_AUC: 0.9043
Epoch 2 Global_step 221000	Train_loss: 0.4224	Eval_GAUC: 0.9009	Eval_AUC: 0.9039
Epoch 2 Global_step 222000	Train_loss: 0.4217	Eval_GAUC: 0.9170	Eval_AUC: 0.9216
Epoch 2 Global_step 223000	Train_loss: 0.4234	Eval_GAUC: 0.9109	Eval_AUC: 0.9149
Epoch 2 Global_step 224000	Train_loss: 0.4251	Eval_GAUC: 0.9116	Eval_AUC: 0.9178
Epoch 2 Global_step 225000	Train_loss: 0.4232	Eval_GAUC: 0.9186	Eval_AUC: 0.9221
Epoch 2 Global_step 226000	Train_loss: 0.4287	Eval_GAUC: 0.9127	Eval_AUC: 0.9172
Epoch 2 Global_step 227000	Train_loss: 0.4226	Eval_GAUC: 0.9085	Eval_AUC: 0.9121
Epoch 2 Global_step 228000	Train_loss: 0.4224	Eval_GAUC: 0.8988	Eval_AUC: 0.9038
Epoch 2 Global_step 229000	Train_loss: 0.4202	Eval_GAUC: 0.8903	Eval_AUC: 0.8951
Epoch 2 Global_step 230000	Train_loss: 0.4254	Eval_GAUC: 0.9028	Eval_AUC: 0.9067
Epoch 2 Global_step 231000	Train_loss: 0.4231	Eval_GAUC: 0.9026	Eval_AUC: 0.9068
Epoch 2 Global_step 232000	Train_loss: 0.4226	Eval_GAUC: 0.9153	Eval_AUC: 0.9194
Epoch 2 Global_step 233000	Train_loss: 0.4183	Eval_GAUC: 0.9037	Eval_AUC: 0.9077
Epoch 2 Global_step 234000	Train_loss: 0.4219	Eval_GAUC: 0.9183	Eval_AUC: 0.9214
Epoch 2 Global_step 235000	Train_loss: 0.4222	Eval_GAUC: 0.9178	Eval_AUC: 0.9216
Epoch 2 Global_step 236000	Train_loss: 0.4219	Eval_GAUC: 0.8953	Eval_AUC: 0.9003
Epoch 2 Global_step 237000	Train_loss: 0.4194	Eval_GAUC: 0.9284	Eval_AUC: 0.9326
Epoch 2 Global_step 238000	Train_loss: 0.4240	Eval_GAUC: 0.9062	Eval_AUC: 0.9099
Epoch 2 Global_step 239000	Train_loss: 0.4281	Eval_GAUC: 0.9195	Eval_AUC: 0.9230
Epoch 2 Global_step 240000	Train_loss: 0.4257	Eval_GAUC: 0.9242	Eval_AUC: 0.9282
Epoch 2 Global_step 241000	Train_loss: 0.4229	Eval_GAUC: 0.9159	Eval_AUC: 0.9204
Epoch 2 Global_step 242000	Train_loss: 0.4242	Eval_GAUC: 0.9132	Eval_AUC: 0.9165
Epoch 2 Global_step 243000	Train_loss: 0.4230	Eval_GAUC: 0.9211	Eval_AUC: 0.9243
Epoch 2 Global_step 244000	Train_loss: 0.4208	Eval_GAUC: 0.9162	Eval_AUC: 0.9200
Epoch 2 DONE	Cost time: 46085.59
Epoch 3 Global_step 245000	Train_loss: 0.1554	Eval_GAUC: 0.9254	Eval_AUC: 0.9287
Epoch 3 Global_step 246000	Train_loss: 0.3649	Eval_GAUC: 0.8961	Eval_AUC: 0.9016
Epoch 3 Global_step 247000	Train_loss: 0.3678	Eval_GAUC: 0.8952	Eval_AUC: 0.9004
Epoch 3 Global_step 248000	Train_loss: 0.3672	Eval_GAUC: 0.9077	Eval_AUC: 0.9111
Epoch 3 Global_step 249000	Train_loss: 0.3754	Eval_GAUC: 0.9297	Eval_AUC: 0.9324
Epoch 3 Global_step 250000	Train_loss: 0.3774	Eval_GAUC: 0.9027	Eval_AUC: 0.9074
Epoch 3 Global_step 251000	Train_loss: 0.3724	Eval_GAUC: 0.9131	Eval_AUC: 0.9176
Epoch 3 Global_step 252000	Train_loss: 0.3756	Eval_GAUC: 0.9196	Eval_AUC: 0.9227
Epoch 3 Global_step 253000	Train_loss: 0.3739	Eval_GAUC: 0.8933	Eval_AUC: 0.8971
Epoch 3 Global_step 254000	Train_loss: 0.3794	Eval_GAUC: 0.9002	Eval_AUC: 0.9038
Epoch 3 Global_step 255000	Train_loss: 0.3782	Eval_GAUC: 0.9096	Eval_AUC: 0.9132
Epoch 3 Global_step 256000	Train_loss: 0.3752	Eval_GAUC: 0.9165	Eval_AUC: 0.9201
Epoch 3 Global_step 257000	Train_loss: 0.3794	Eval_GAUC: 0.8832	Eval_AUC: 0.8853
Epoch 3 Global_step 258000	Train_loss: 0.3790	Eval_GAUC: 0.9110	Eval_AUC: 0.9152
Epoch 3 Global_step 259000	Train_loss: 0.3834	Eval_GAUC: 0.8918	Eval_AUC: 0.8945
Epoch 3 Global_step 260000	Train_loss: 0.3880	Eval_GAUC: 0.9059	Eval_AUC: 0.9097
Epoch 3 Global_step 261000	Train_loss: 0.3876	Eval_GAUC: 0.9184	Eval_AUC: 0.9217
Epoch 3 Global_step 262000	Train_loss: 0.3893	Eval_GAUC: 0.9096	Eval_AUC: 0.9121
Epoch 3 Global_step 263000	Train_loss: 0.3816	Eval_GAUC: 0.9149	Eval_AUC: 0.9170
Epoch 3 Global_step 264000	Train_loss: 0.3891	Eval_GAUC: 0.9194	Eval_AUC: 0.9214
Epoch 3 Global_step 265000	Train_loss: 0.3841	Eval_GAUC: 0.9114	Eval_AUC: 0.9154
Epoch 3 Global_step 266000	Train_loss: 0.3865	Eval_GAUC: 0.8849	Eval_AUC: 0.8901
Epoch 3 Global_step 267000	Train_loss: 0.3885	Eval_GAUC: 0.8705	Eval_AUC: 0.8745
Epoch 3 Global_step 268000	Train_loss: 0.3895	Eval_GAUC: 0.8941	Eval_AUC: 0.8980
Epoch 3 Global_step 269000	Train_loss: 0.3891	Eval_GAUC: 0.9008	Eval_AUC: 0.9041
Epoch 3 Global_step 270000	Train_loss: 0.3893	Eval_GAUC: 0.8912	Eval_AUC: 0.8948
Epoch 3 Global_step 271000	Train_loss: 0.3935	Eval_GAUC: 0.8894	Eval_AUC: 0.8940
Epoch 3 Global_step 272000	Train_loss: 0.3970	Eval_GAUC: 0.9274	Eval_AUC: 0.9302
Epoch 3 Global_step 273000	Train_loss: 0.3905	Eval_GAUC: 0.9078	Eval_AUC: 0.9108
Epoch 3 Global_step 274000	Train_loss: 0.3938	Eval_GAUC: 0.9044	Eval_AUC: 0.9080
Epoch 3 Global_step 275000	Train_loss: 0.3904	Eval_GAUC: 0.8734	Eval_AUC: 0.8779
Epoch 3 Global_step 276000	Train_loss: 0.3917	Eval_GAUC: 0.9000	Eval_AUC: 0.9040
Epoch 3 Global_step 277000	Train_loss: 0.3965	Eval_GAUC: 0.9017	Eval_AUC: 0.9066
Epoch 3 Global_step 278000	Train_loss: 0.3998	Eval_GAUC: 0.9128	Eval_AUC: 0.9153
Epoch 3 Global_step 279000	Train_loss: 0.3958	Eval_GAUC: 0.8885	Eval_AUC: 0.8915
Epoch 3 Global_step 280000	Train_loss: 0.3907	Eval_GAUC: 0.9093	Eval_AUC: 0.9131
Epoch 3 Global_step 281000	Train_loss: 0.3905	Eval_GAUC: 0.9099	Eval_AUC: 0.9129
Epoch 3 Global_step 282000	Train_loss: 0.3992	Eval_GAUC: 0.8953	Eval_AUC: 0.8991
Epoch 3 Global_step 283000	Train_loss: 0.3922	Eval_GAUC: 0.9014	Eval_AUC: 0.9042
Epoch 3 Global_step 284000	Train_loss: 0.3958	Eval_GAUC: 0.9077	Eval_AUC: 0.9098
Epoch 3 Global_step 285000	Train_loss: 0.3986	Eval_GAUC: 0.8983	Eval_AUC: 0.9013
Epoch 3 Global_step 286000	Train_loss: 0.3988	Eval_GAUC: 0.9139	Eval_AUC: 0.9174
Epoch 3 Global_step 287000	Train_loss: 0.3910	Eval_GAUC: 0.9106	Eval_AUC: 0.9147
Epoch 3 Global_step 288000	Train_loss: 0.3974	Eval_GAUC: 0.8985	Eval_AUC: 0.9021
Epoch 3 Global_step 289000	Train_loss: 0.3972	Eval_GAUC: 0.9136	Eval_AUC: 0.9182
Epoch 3 Global_step 290000	Train_loss: 0.3952	Eval_GAUC: 0.8977	Eval_AUC: 0.9013
Epoch 3 Global_step 291000	Train_loss: 0.3928	Eval_GAUC: 0.9074	Eval_AUC: 0.9118
Epoch 3 Global_step 292000	Train_loss: 0.3964	Eval_GAUC: 0.8954	Eval_AUC: 0.8997
Epoch 3 Global_step 293000	Train_loss: 0.4006	Eval_GAUC: 0.9103	Eval_AUC: 0.9138
Epoch 3 Global_step 294000	Train_loss: 0.3966	Eval_GAUC: 0.8992	Eval_AUC: 0.9030
Epoch 3 Global_step 295000	Train_loss: 0.3940	Eval_GAUC: 0.9031	Eval_AUC: 0.9079
Epoch 3 Global_step 296000	Train_loss: 0.3969	Eval_GAUC: 0.8889	Eval_AUC: 0.8930
Epoch 3 Global_step 297000	Train_loss: 0.4050	Eval_GAUC: 0.9133	Eval_AUC: 0.9161
Epoch 3 Global_step 298000	Train_loss: 0.4021	Eval_GAUC: 0.9149	Eval_AUC: 0.9179
Epoch 3 Global_step 299000	Train_loss: 0.4027	Eval_GAUC: 0.9035	Eval_AUC: 0.9071
Epoch 3 Global_step 300000	Train_loss: 0.3994	Eval_GAUC: 0.9235	Eval_AUC: 0.9264
Epoch 3 Global_step 301000	Train_loss: 0.3972	Eval_GAUC: 0.9060	Eval_AUC: 0.9087
Epoch 3 Global_step 302000	Train_loss: 0.3962	Eval_GAUC: 0.8981	Eval_AUC: 0.9000
Epoch 3 Global_step 303000	Train_loss: 0.3982	Eval_GAUC: 0.9079	Eval_AUC: 0.9118
Epoch 3 Global_step 304000	Train_loss: 0.3952	Eval_GAUC: 0.9156	Eval_AUC: 0.9195
Epoch 3 Global_step 305000	Train_loss: 0.4000	Eval_GAUC: 0.8846	Eval_AUC: 0.8881
Epoch 3 Global_step 306000	Train_loss: 0.3952	Eval_GAUC: 0.9025	Eval_AUC: 0.9066
Epoch 3 Global_step 307000	Train_loss: 0.3990	Eval_GAUC: 0.9056	Eval_AUC: 0.9083
Epoch 3 Global_step 308000	Train_loss: 0.4009	Eval_GAUC: 0.8936	Eval_AUC: 0.8974
Epoch 3 Global_step 309000	Train_loss: 0.3949	Eval_GAUC: 0.8742	Eval_AUC: 0.8792
Epoch 3 Global_step 310000	Train_loss: 0.3995	Eval_GAUC: 0.8959	Eval_AUC: 0.9001
Epoch 3 Global_step 311000	Train_loss: 0.4021	Eval_GAUC: 0.8955	Eval_AUC: 0.8995
Epoch 3 Global_step 312000	Train_loss: 0.3960	Eval_GAUC: 0.8960	Eval_AUC: 0.8995
Epoch 3 Global_step 313000	Train_loss: 0.4024	Eval_GAUC: 0.9073	Eval_AUC: 0.9118
Epoch 3 Global_step 314000	Train_loss: 0.3990	Eval_GAUC: 0.9185	Eval_AUC: 0.9210
Epoch 3 Global_step 315000	Train_loss: 0.4054	Eval_GAUC: 0.9013	Eval_AUC: 0.9049
Epoch 3 Global_step 316000	Train_loss: 0.4062	Eval_GAUC: 0.8901	Eval_AUC: 0.8940
Epoch 3 Global_step 317000	Train_loss: 0.4014	Eval_GAUC: 0.9074	Eval_AUC: 0.9102
Epoch 3 Global_step 318000	Train_loss: 0.3941	Eval_GAUC: 0.9086	Eval_AUC: 0.9116
Epoch 3 Global_step 319000	Train_loss: 0.3966	Eval_GAUC: 0.9157	Eval_AUC: 0.9193
Epoch 3 Global_step 320000	Train_loss: 0.3942	Eval_GAUC: 0.8889	Eval_AUC: 0.8938
Epoch 3 Global_step 321000	Train_loss: 0.4015	Eval_GAUC: 0.9139	Eval_AUC: 0.9178
Epoch 3 Global_step 322000	Train_loss: 0.4015	Eval_GAUC: 0.8904	Eval_AUC: 0.8953
Epoch 3 Global_step 323000	Train_loss: 0.3999	Eval_GAUC: 0.9112	Eval_AUC: 0.9159
Epoch 3 Global_step 324000	Train_loss: 0.4009	Eval_GAUC: 0.8981	Eval_AUC: 0.9011
Epoch 3 Global_step 325000	Train_loss: 0.4022	Eval_GAUC: 0.9059	Eval_AUC: 0.9102
Epoch 3 Global_step 326000	Train_loss: 0.3973	Eval_GAUC: 0.8896	Eval_AUC: 0.8951
Epoch 3 DONE	Cost time: 61083.49
Epoch 4 Global_step 327000	Train_loss: 0.2925	Eval_GAUC: 0.8892	Eval_AUC: 0.8926
Epoch 4 Global_step 328000	Train_loss: 0.3323	Eval_GAUC: 0.9083	Eval_AUC: 0.9112
Epoch 4 Global_step 329000	Train_loss: 0.3331	Eval_GAUC: 0.9067	Eval_AUC: 0.9094
Epoch 4 Global_step 330000	Train_loss: 0.3350	Eval_GAUC: 0.9049	Eval_AUC: 0.9070
Epoch 4 Global_step 331000	Train_loss: 0.3357	Eval_GAUC: 0.8674	Eval_AUC: 0.8706
Epoch 4 Global_step 332000	Train_loss: 0.3401	Eval_GAUC: 0.8887	Eval_AUC: 0.8912
Epoch 4 Global_step 333000	Train_loss: 0.3373	Eval_GAUC: 0.9106	Eval_AUC: 0.9140
Epoch 4 Global_step 334000	Train_loss: 0.3380	Eval_GAUC: 0.8966	Eval_AUC: 0.8994
Epoch 4 Global_step 335000	Train_loss: 0.3459	Eval_GAUC: 0.8980	Eval_AUC: 0.9009
Epoch 4 Global_step 336000	Train_loss: 0.3395	Eval_GAUC: 0.9043	Eval_AUC: 0.9076
Epoch 4 Global_step 337000	Train_loss: 0.3292	Eval_GAUC: 0.8934	Eval_AUC: 0.8974
Epoch 4 Global_step 338000	Train_loss: 0.3234	Eval_GAUC: 0.8971	Eval_AUC: 0.9008
Epoch 4 Global_step 339000	Train_loss: 0.3247	Eval_GAUC: 0.8886	Eval_AUC: 0.8919
Epoch 4 Global_step 340000	Train_loss: 0.3188	Eval_GAUC: 0.8923	Eval_AUC: 0.8962
Epoch 4 Global_step 341000	Train_loss: 0.3287	Eval_GAUC: 0.8979	Eval_AUC: 0.9020
Epoch 4 Global_step 342000	Train_loss: 0.3178	Eval_GAUC: 0.8889	Eval_AUC: 0.8928
Epoch 4 Global_step 343000	Train_loss: 0.3199	Eval_GAUC: 0.8869	Eval_AUC: 0.8916
Epoch 4 Global_step 344000	Train_loss: 0.3147	Eval_GAUC: 0.8894	Eval_AUC: 0.8933
Epoch 4 Global_step 345000	Train_loss: 0.3238	Eval_GAUC: 0.8954	Eval_AUC: 0.8995
Epoch 4 Global_step 346000	Train_loss: 0.3170	Eval_GAUC: 0.8971	Eval_AUC: 0.9009
Epoch 4 Global_step 347000	Train_loss: 0.3236	Eval_GAUC: 0.8970	Eval_AUC: 0.9009
Epoch 4 Global_step 348000	Train_loss: 0.3249	Eval_GAUC: 0.8855	Eval_AUC: 0.8892
Epoch 4 Global_step 349000	Train_loss: 0.3198	Eval_GAUC: 0.8822	Eval_AUC: 0.8863
Epoch 4 Global_step 350000	Train_loss: 0.3173	Eval_GAUC: 0.8848	Eval_AUC: 0.8891
Epoch 4 Global_step 351000	Train_loss: 0.3232	Eval_GAUC: 0.8884	Eval_AUC: 0.8921
Epoch 4 Global_step 352000	Train_loss: 0.3166	Eval_GAUC: 0.8793	Eval_AUC: 0.8833
Epoch 4 Global_step 353000	Train_loss: 0.3167	Eval_GAUC: 0.8848	Eval_AUC: 0.8886
Epoch 4 Global_step 354000	Train_loss: 0.3199	Eval_GAUC: 0.8842	Eval_AUC: 0.8884
Epoch 4 Global_step 355000	Train_loss: 0.3201	Eval_GAUC: 0.8887	Eval_AUC: 0.8923
Epoch 4 Global_step 356000	Train_loss: 0.3164	Eval_GAUC: 0.8863	Eval_AUC: 0.8899
Epoch 4 Global_step 357000	Train_loss: 0.3190	Eval_GAUC: 0.8892	Eval_AUC: 0.8931
Epoch 4 Global_step 358000	Train_loss: 0.3189	Eval_GAUC: 0.8904	Eval_AUC: 0.8940
Epoch 4 Global_step 359000	Train_loss: 0.3175	Eval_GAUC: 0.8898	Eval_AUC: 0.8938
Epoch 4 Global_step 360000	Train_loss: 0.3179	Eval_GAUC: 0.8857	Eval_AUC: 0.8896
Epoch 4 Global_step 361000	Train_loss: 0.3192	Eval_GAUC: 0.8844	Eval_AUC: 0.8879
Epoch 4 Global_step 362000	Train_loss: 0.3249	Eval_GAUC: 0.8904	Eval_AUC: 0.8945
Epoch 4 Global_step 363000	Train_loss: 0.3159	Eval_GAUC: 0.8871	Eval_AUC: 0.8910
Epoch 4 Global_step 364000	Train_loss: 0.3155	Eval_GAUC: 0.8865	Eval_AUC: 0.8907
Epoch 4 Global_step 365000	Train_loss: 0.3186	Eval_GAUC: 0.8823	Eval_AUC: 0.8864
Epoch 4 Global_step 366000	Train_loss: 0.3141	Eval_GAUC: 0.8732	Eval_AUC: 0.8776
Epoch 4 Global_step 367000	Train_loss: 0.3108	Eval_GAUC: 0.8892	Eval_AUC: 0.8927
Epoch 4 Global_step 368000	Train_loss: 0.3157	Eval_GAUC: 0.8886	Eval_AUC: 0.8925
Epoch 4 Global_step 369000	Train_loss: 0.3147	Eval_GAUC: 0.8878	Eval_AUC: 0.8912
Epoch 4 Global_step 370000	Train_loss: 0.3220	Eval_GAUC: 0.8789	Eval_AUC: 0.8824
Epoch 4 Global_step 371000	Train_loss: 0.3209	Eval_GAUC: 0.8863	Eval_AUC: 0.8897
Epoch 4 Global_step 372000	Train_loss: 0.3185	Eval_GAUC: 0.8865	Eval_AUC: 0.8902
Epoch 4 Global_step 373000	Train_loss: 0.3203	Eval_GAUC: 0.8948	Eval_AUC: 0.8978
Epoch 4 Global_step 374000	Train_loss: 0.3131	Eval_GAUC: 0.8888	Eval_AUC: 0.8928
Epoch 4 Global_step 375000	Train_loss: 0.3150	Eval_GAUC: 0.8866	Eval_AUC: 0.8899
Epoch 4 Global_step 376000	Train_loss: 0.3146	Eval_GAUC: 0.8822	Eval_AUC: 0.8857
Epoch 4 Global_step 377000	Train_loss: 0.3159	Eval_GAUC: 0.8783	Eval_AUC: 0.8823
Epoch 4 Global_step 378000	Train_loss: 0.3122	Eval_GAUC: 0.8867	Eval_AUC: 0.8909
Epoch 4 Global_step 379000	Train_loss: 0.3204	Eval_GAUC: 0.8806	Eval_AUC: 0.8848
Epoch 4 Global_step 380000	Train_loss: 0.3168	Eval_GAUC: 0.8849	Eval_AUC: 0.8891
Epoch 4 Global_step 381000	Train_loss: 0.3163	Eval_GAUC: 0.8806	Eval_AUC: 0.8846
Epoch 4 Global_step 382000	Train_loss: 0.3140	Eval_GAUC: 0.8824	Eval_AUC: 0.8859
Epoch 4 Global_step 383000	Train_loss: 0.3143	Eval_GAUC: 0.8880	Eval_AUC: 0.8913
Epoch 4 Global_step 384000	Train_loss: 0.3155	Eval_GAUC: 0.8862	Eval_AUC: 0.8892
Epoch 4 Global_step 385000	Train_loss: 0.3136	Eval_GAUC: 0.8844	Eval_AUC: 0.8881
Epoch 4 Global_step 386000	Train_loss: 0.3165	Eval_GAUC: 0.8889	Eval_AUC: 0.8922
Epoch 4 Global_step 387000	Train_loss: 0.3170	Eval_GAUC: 0.8846	Eval_AUC: 0.8882
Epoch 4 Global_step 388000	Train_loss: 0.3147	Eval_GAUC: 0.8831	Eval_AUC: 0.8876
Epoch 4 Global_step 389000	Train_loss: 0.3136	Eval_GAUC: 0.8896	Eval_AUC: 0.8938
Epoch 4 Global_step 390000	Train_loss: 0.3214	Eval_GAUC: 0.8827	Eval_AUC: 0.8869
Epoch 4 Global_step 391000	Train_loss: 0.3121	Eval_GAUC: 0.8829	Eval_AUC: 0.8873
Epoch 4 Global_step 392000	Train_loss: 0.3208	Eval_GAUC: 0.8780	Eval_AUC: 0.8822
Epoch 4 Global_step 393000	Train_loss: 0.3171	Eval_GAUC: 0.8880	Eval_AUC: 0.8923
Epoch 4 Global_step 394000	Train_loss: 0.3152	Eval_GAUC: 0.8883	Eval_AUC: 0.8925
