WARNING:tensorflow:From train.py:17: The name tf.set_random_seed is deprecated. Please use tf.compat.v1.set_random_seed instead.

WARNING:tensorflow:From train.py:105: The name tf.Session is deprecated. Please use tf.compat.v1.Session instead.

2024-07-08 10:36:32.055521: I tensorflow/core/platform/cpu_feature_guard.cc:142] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2024-07-08 10:36:32.070661: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x7fe4f2cb61e0 initialized for platform Host (this does not guarantee that XLA will be used). Devices:
2024-07-08 10:36:32.070699: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (0): Host, Default Version
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:10: The name tf.placeholder is deprecated. Please use tf.compat.v1.placeholder instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:54: The name tf.get_variable is deprecated. Please use tf.compat.v1.get_variable instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:67: dense (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.Dense instead.
WARNING:tensorflow:From /Users/qfy/anaconda3/envs/tensorflow/lib/python3.7/site-packages/tensorflow_core/python/layers/core.py:187: Layer.apply (from tensorflow.python.keras.engine.base_layer) is deprecated and will be removed in a future version.
Instructions for updating:
Please use `layer.__call__` method instead.
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:260: The name tf.AUTO_REUSE is deprecated. Please use tf.compat.v1.AUTO_REUSE instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:269: where (from tensorflow.python.ops.array_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.where in 2.0, which has the same broadcast rule as np.where
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:89: batch_normalization (from tensorflow.python.layers.normalization) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.BatchNormalization instead.  In particular, `tf.control_dependencies(tf.GraphKeys.UPDATE_OPS)` should not be used (consult the `tf.keras.layers.batch_normalization` documentation).
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/Dice.py:4: The name tf.variable_scope is deprecated. Please use tf.compat.v1.variable_scope instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:168: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use `tf.cast` instead.
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:182: The name tf.assign is deprecated. Please use tf.compat.v1.assign instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:190: The name tf.trainable_variables is deprecated. Please use tf.compat.v1.trainable_variables instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:191: The name tf.train.GradientDescentOptimizer is deprecated. Please use tf.compat.v1.train.GradientDescentOptimizer instead.

WARNING:tensorflow:From train.py:108: The name tf.global_variables_initializer is deprecated. Please use tf.compat.v1.global_variables_initializer instead.

WARNING:tensorflow:From train.py:109: The name tf.local_variables_initializer is deprecated. Please use tf.compat.v1.local_variables_initializer instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:230: The name tf.train.Saver is deprecated. Please use tf.compat.v1.train.Saver instead.

user_emb[0][0]: 0.01657
[None, 300]
[None, 300]
[None, 300]
[None, 300]
(?, 100, ?, 1200)
[None, 100, 300]
[None, 2]
test_gauc: 0.5956	 test_auc: 0.5869
Epoch 0 Global_step 1000	Train_loss: 0.5828	Eval_GAUC: 0.6064	Eval_AUC: 0.6062
Epoch 2 Global_step 181000	Train_loss: 0.4740	Eval_GAUC: 0.7395	Eval_AUC: 0.7408
Epoch 2 Global_step 182000	Train_loss: 0.4804	Eval_GAUC: 0.7557	Eval_AUC: 0.7577
Epoch 2 Global_step 183000	Train_loss: 0.4804	Eval_GAUC: 0.7292	Eval_AUC: 0.7305
Epoch 2 Global_step 184000	Train_loss: 0.4768	Eval_GAUC: 0.7149	Eval_AUC: 0.7149
Epoch 2 Global_step 185000	Train_loss: 0.4831	Eval_GAUC: 0.7509	Eval_AUC: 0.7529
Epoch 2 Global_step 186000	Train_loss: 0.4833	Eval_GAUC: 0.7294	Eval_AUC: 0.7307
Epoch 2 Global_step 187000	Train_loss: 0.4789	Eval_GAUC: 0.7310	Eval_AUC: 0.7333
Epoch 2 Global_step 188000	Train_loss: 0.4805	Eval_GAUC: 0.7365	Eval_AUC: 0.7383
Epoch 2 Global_step 189000	Train_loss: 0.4842	Eval_GAUC: 0.7421	Eval_AUC: 0.7435
Epoch 2 Global_step 190000	Train_loss: 0.4814	Eval_GAUC: 0.7351	Eval_AUC: 0.7361
Epoch 2 Global_step 191000	Train_loss: 0.4810	Eval_GAUC: 0.7698	Eval_AUC: 0.7723
Epoch 2 Global_step 192000	Train_loss: 0.4745	Eval_GAUC: 0.7327	Eval_AUC: 0.7350
Epoch 2 Global_step 193000	Train_loss: 0.4765	Eval_GAUC: 0.7398	Eval_AUC: 0.7409
Epoch 2 Global_step 194000	Train_loss: 0.4762	Eval_GAUC: 0.7611	Eval_AUC: 0.7631
Epoch 2 Global_step 195000	Train_loss: 0.4769	Eval_GAUC: 0.7592	Eval_AUC: 0.7621
Epoch 2 Global_step 196000	Train_loss: 0.4772	Eval_GAUC: 0.7632	Eval_AUC: 0.7654
Epoch 2 Global_step 197000	Train_loss: 0.4768	Eval_GAUC: 0.7761	Eval_AUC: 0.7780
Epoch 2 Global_step 198000	Train_loss: 0.4808	Eval_GAUC: 0.7114	Eval_AUC: 0.7147
Epoch 2 Global_step 199000	Train_loss: 0.4776	Eval_GAUC: 0.7569	Eval_AUC: 0.7592
Epoch 2 Global_step 200000	Train_loss: 0.4763	Eval_GAUC: 0.7568	Eval_AUC: 0.7598
Epoch 2 Global_step 201000	Train_loss: 0.4784	Eval_GAUC: 0.7222	Eval_AUC: 0.7236
Epoch 2 Global_step 202000	Train_loss: 0.4799	Eval_GAUC: 0.7504	Eval_AUC: 0.7516
Epoch 2 Global_step 203000	Train_loss: 0.4788	Eval_GAUC: 0.7225	Eval_AUC: 0.7246
Epoch 2 Global_step 204000	Train_loss: 0.4797	Eval_GAUC: 0.7549	Eval_AUC: 0.7570
Epoch 2 Global_step 205000	Train_loss: 0.4785	Eval_GAUC: 0.7570	Eval_AUC: 0.7582
Epoch 2 Global_step 206000	Train_loss: 0.4760	Eval_GAUC: 0.7656	Eval_AUC: 0.7667
Epoch 2 Global_step 207000	Train_loss: 0.4766	Eval_GAUC: 0.7231	Eval_AUC: 0.7235
Epoch 2 Global_step 208000	Train_loss: 0.4771	Eval_GAUC: 0.7149	Eval_AUC: 0.7160
Epoch 2 Global_step 209000	Train_loss: 0.4795	Eval_GAUC: 0.7561	Eval_AUC: 0.7569
Epoch 2 Global_step 210000	Train_loss: 0.4784	Eval_GAUC: 0.7342	Eval_AUC: 0.7355
Epoch 2 Global_step 211000	Train_loss: 0.4790	Eval_GAUC: 0.7624	Eval_AUC: 0.7638
Epoch 2 Global_step 212000	Train_loss: 0.4787	Eval_GAUC: 0.7433	Eval_AUC: 0.7446
Epoch 2 Global_step 213000	Train_loss: 0.4819	Eval_GAUC: 0.7203	Eval_AUC: 0.7213
Epoch 2 Global_step 214000	Train_loss: 0.4778	Eval_GAUC: 0.7520	Eval_AUC: 0.7538
Epoch 2 Global_step 215000	Train_loss: 0.4770	Eval_GAUC: 0.7080	Eval_AUC: 0.7095
Epoch 2 Global_step 216000	Train_loss: 0.4798	Eval_GAUC: 0.7647	Eval_AUC: 0.7670
Epoch 2 Global_step 217000	Train_loss: 0.4792	Eval_GAUC: 0.7475	Eval_AUC: 0.7477
Epoch 2 Global_step 218000	Train_loss: 0.4750	Eval_GAUC: 0.7729	Eval_AUC: 0.7750
Epoch 2 Global_step 219000	Train_loss: 0.4794	Eval_GAUC: 0.7758	Eval_AUC: 0.7766
Epoch 2 Global_step 220000	Train_loss: 0.4793	Eval_GAUC: 0.7870	Eval_AUC: 0.7890
Epoch 2 Global_step 221000	Train_loss: 0.4788	Eval_GAUC: 0.7629	Eval_AUC: 0.7645
Epoch 2 Global_step 222000	Train_loss: 0.4767	Eval_GAUC: 0.7705	Eval_AUC: 0.7726
Epoch 2 Global_step 223000	Train_loss: 0.4777	Eval_GAUC: 0.7676	Eval_AUC: 0.7705
Epoch 2 Global_step 224000	Train_loss: 0.4810	Eval_GAUC: 0.7789	Eval_AUC: 0.7808
Epoch 2 Global_step 225000	Train_loss: 0.4776	Eval_GAUC: 0.7664	Eval_AUC: 0.7672
Epoch 2 Global_step 226000	Train_loss: 0.4822	Eval_GAUC: 0.7830	Eval_AUC: 0.7851
Epoch 2 Global_step 227000	Train_loss: 0.4805	Eval_GAUC: 0.7329	Eval_AUC: 0.7353
Epoch 2 Global_step 228000	Train_loss: 0.4786	Eval_GAUC: 0.7746	Eval_AUC: 0.7752
Epoch 2 Global_step 229000	Train_loss: 0.4733	Eval_GAUC: 0.7347	Eval_AUC: 0.7362
Epoch 2 Global_step 230000	Train_loss: 0.4778	Eval_GAUC: 0.7478	Eval_AUC: 0.7491
Epoch 2 Global_step 231000	Train_loss: 0.4774	Eval_GAUC: 0.7663	Eval_AUC: 0.7677
Epoch 2 Global_step 232000	Train_loss: 0.4751	Eval_GAUC: 0.7860	Eval_AUC: 0.7881
Epoch 2 Global_step 233000	Train_loss: 0.4775	Eval_GAUC: 0.7606	Eval_AUC: 0.7622
Epoch 2 Global_step 234000	Train_loss: 0.4782	Eval_GAUC: 0.7577	Eval_AUC: 0.7596
Epoch 2 Global_step 235000	Train_loss: 0.4797	Eval_GAUC: 0.7646	Eval_AUC: 0.7658
Epoch 2 Global_step 236000	Train_loss: 0.4794	Eval_GAUC: 0.7413	Eval_AUC: 0.7432
Epoch 2 Global_step 237000	Train_loss: 0.4780	Eval_GAUC: 0.7481	Eval_AUC: 0.7498
Epoch 2 Global_step 238000	Train_loss: 0.4754	Eval_GAUC: 0.7709	Eval_AUC: 0.7723
Epoch 2 Global_step 239000	Train_loss: 0.4839	Eval_GAUC: 0.7741	Eval_AUC: 0.7760
Epoch 2 Global_step 240000	Train_loss: 0.4810	Eval_GAUC: 0.7765	Eval_AUC: 0.7780
Epoch 2 Global_step 241000	Train_loss: 0.4778	Eval_GAUC: 0.7360	Eval_AUC: 0.7369
Epoch 2 Global_step 242000	Train_loss: 0.4795	Eval_GAUC: 0.7223	Eval_AUC: 0.7230
Epoch 2 Global_step 243000	Train_loss: 0.4785	Eval_GAUC: 0.7752	Eval_AUC: 0.7763
Epoch 2 Global_step 244000	Train_loss: 0.4754	Eval_GAUC: 0.7715	Eval_AUC: 0.7723
Epoch 2 DONE	Cost time: 44660.03
Epoch 3 Global_step 245000	Train_loss: 0.2008	Eval_GAUC: 0.7421	Eval_AUC: 0.7431
Epoch 3 Global_step 246000	Train_loss: 0.4699	Eval_GAUC: 0.7415	Eval_AUC: 0.7433
Epoch 3 Global_step 247000	Train_loss: 0.4728	Eval_GAUC: 0.7808	Eval_AUC: 0.7826
Epoch 3 Global_step 248000	Train_loss: 0.4672	Eval_GAUC: 0.7290	Eval_AUC: 0.7316
Epoch 3 Global_step 249000	Train_loss: 0.4752	Eval_GAUC: 0.7687	Eval_AUC: 0.7700
Epoch 3 Global_step 250000	Train_loss: 0.4748	Eval_GAUC: 0.7360	Eval_AUC: 0.7360
Epoch 3 Global_step 251000	Train_loss: 0.4768	Eval_GAUC: 0.7636	Eval_AUC: 0.7655
Epoch 3 Global_step 252000	Train_loss: 0.4712	Eval_GAUC: 0.7379	Eval_AUC: 0.7386
Epoch 3 Global_step 253000	Train_loss: 0.4690	Eval_GAUC: 0.7819	Eval_AUC: 0.7826
Epoch 3 Global_step 254000	Train_loss: 0.4711	Eval_GAUC: 0.7926	Eval_AUC: 0.7936
Epoch 3 Global_step 255000	Train_loss: 0.4663	Eval_GAUC: 0.7778	Eval_AUC: 0.7789
Epoch 3 Global_step 256000	Train_loss: 0.4696	Eval_GAUC: 0.7897	Eval_AUC: 0.7921
Epoch 3 Global_step 257000	Train_loss: 0.4726	Eval_GAUC: 0.7613	Eval_AUC: 0.7605
Epoch 3 Global_step 258000	Train_loss: 0.4708	Eval_GAUC: 0.7271	Eval_AUC: 0.7274
Epoch 3 Global_step 259000	Train_loss: 0.4769	Eval_GAUC: 0.7479	Eval_AUC: 0.7493
Epoch 3 Global_step 260000	Train_loss: 0.4762	Eval_GAUC: 0.7476	Eval_AUC: 0.7489
Epoch 3 Global_step 261000	Train_loss: 0.4730	Eval_GAUC: 0.7668	Eval_AUC: 0.7677
Epoch 3 Global_step 262000	Train_loss: 0.4760	Eval_GAUC: 0.7341	Eval_AUC: 0.7348
Epoch 3 Global_step 263000	Train_loss: 0.4677	Eval_GAUC: 0.7733	Eval_AUC: 0.7737
Epoch 3 Global_step 264000	Train_loss: 0.4718	Eval_GAUC: 0.7719	Eval_AUC: 0.7722
Epoch 3 Global_step 265000	Train_loss: 0.4689	Eval_GAUC: 0.7752	Eval_AUC: 0.7768
Epoch 3 Global_step 266000	Train_loss: 0.4740	Eval_GAUC: 0.7666	Eval_AUC: 0.7690
Epoch 3 Global_step 267000	Train_loss: 0.4746	Eval_GAUC: 0.7790	Eval_AUC: 0.7800
Epoch 3 Global_step 268000	Train_loss: 0.4746	Eval_GAUC: 0.7647	Eval_AUC: 0.7657
Epoch 3 Global_step 269000	Train_loss: 0.4748	Eval_GAUC: 0.7593	Eval_AUC: 0.7608
Epoch 3 Global_step 270000	Train_loss: 0.4699	Eval_GAUC: 0.7550	Eval_AUC: 0.7577
Epoch 3 Global_step 271000	Train_loss: 0.4756	Eval_GAUC: 0.7737	Eval_AUC: 0.7747
Epoch 3 Global_step 272000	Train_loss: 0.4759	Eval_GAUC: 0.7621	Eval_AUC: 0.7638
Epoch 3 Global_step 273000	Train_loss: 0.4718	Eval_GAUC: 0.7438	Eval_AUC: 0.7451
Epoch 3 Global_step 274000	Train_loss: 0.4721	Eval_GAUC: 0.7638	Eval_AUC: 0.7656
Epoch 3 Global_step 275000	Train_loss: 0.4691	Eval_GAUC: 0.7687	Eval_AUC: 0.7709
Epoch 3 Global_step 276000	Train_loss: 0.4707	Eval_GAUC: 0.7662	Eval_AUC: 0.7669
Epoch 3 Global_step 277000	Train_loss: 0.4766	Eval_GAUC: 0.7571	Eval_AUC: 0.7593
Epoch 3 Global_step 278000	Train_loss: 0.4741	Eval_GAUC: 0.7683	Eval_AUC: 0.7710
Epoch 3 Global_step 279000	Train_loss: 0.4734	Eval_GAUC: 0.7413	Eval_AUC: 0.7422
Epoch 3 Global_step 280000	Train_loss: 0.4677	Eval_GAUC: 0.7624	Eval_AUC: 0.7630
Epoch 3 Global_step 281000	Train_loss: 0.4687	Eval_GAUC: 0.7836	Eval_AUC: 0.7855
Epoch 3 Global_step 282000	Train_loss: 0.4745	Eval_GAUC: 0.7507	Eval_AUC: 0.7529
Epoch 3 Global_step 283000	Train_loss: 0.4702	Eval_GAUC: 0.8085	Eval_AUC: 0.8107
Epoch 3 Global_step 284000	Train_loss: 0.4752	Eval_GAUC: 0.7998	Eval_AUC: 0.8009
Epoch 3 Global_step 285000	Train_loss: 0.4760	Eval_GAUC: 0.7371	Eval_AUC: 0.7377
Epoch 3 Global_step 286000	Train_loss: 0.4768	Eval_GAUC: 0.7674	Eval_AUC: 0.7692
Epoch 3 Global_step 287000	Train_loss: 0.4691	Eval_GAUC: 0.7705	Eval_AUC: 0.7721
Epoch 3 Global_step 288000	Train_loss: 0.4763	Eval_GAUC: 0.7637	Eval_AUC: 0.7645
Epoch 3 Global_step 289000	Train_loss: 0.4745	Eval_GAUC: 0.7904	Eval_AUC: 0.7925
Epoch 3 Global_step 290000	Train_loss: 0.4708	Eval_GAUC: 0.7613	Eval_AUC: 0.7625
Epoch 3 Global_step 291000	Train_loss: 0.4709	Eval_GAUC: 0.8044	Eval_AUC: 0.8050
Epoch 3 Global_step 292000	Train_loss: 0.4757	Eval_GAUC: 0.7744	Eval_AUC: 0.7754
Epoch 3 Global_step 293000	Train_loss: 0.4779	Eval_GAUC: 0.7696	Eval_AUC: 0.7708
Epoch 3 Global_step 294000	Train_loss: 0.4711	Eval_GAUC: 0.7401	Eval_AUC: 0.7414
Epoch 3 Global_step 295000	Train_loss: 0.4708	Eval_GAUC: 0.7615	Eval_AUC: 0.7635
Epoch 3 Global_step 296000	Train_loss: 0.4771	Eval_GAUC: 0.7957	Eval_AUC: 0.7982
Epoch 3 Global_step 297000	Train_loss: 0.4796	Eval_GAUC: 0.7634	Eval_AUC: 0.7653
Epoch 3 Global_step 298000	Train_loss: 0.4758	Eval_GAUC: 0.7761	Eval_AUC: 0.7768
Epoch 3 Global_step 299000	Train_loss: 0.4789	Eval_GAUC: 0.7664	Eval_AUC: 0.7676
Epoch 3 Global_step 300000	Train_loss: 0.4778	Eval_GAUC: 0.7621	Eval_AUC: 0.7625
Epoch 3 Global_step 301000	Train_loss: 0.4740	Eval_GAUC: 0.7747	Eval_AUC: 0.7765
Epoch 3 Global_step 302000	Train_loss: 0.4729	Eval_GAUC: 0.7658	Eval_AUC: 0.7670
Epoch 3 Global_step 303000	Train_loss: 0.4699	Eval_GAUC: 0.7651	Eval_AUC: 0.7668
Epoch 3 Global_step 304000	Train_loss: 0.4708	Eval_GAUC: 0.7745	Eval_AUC: 0.7756
Epoch 3 Global_step 305000	Train_loss: 0.4719	Eval_GAUC: 0.7643	Eval_AUC: 0.7666
Epoch 3 Global_step 306000	Train_loss: 0.4696	Eval_GAUC: 0.7484	Eval_AUC: 0.7495
Epoch 3 Global_step 307000	Train_loss: 0.4734	Eval_GAUC: 0.7722	Eval_AUC: 0.7743
Epoch 3 Global_step 308000	Train_loss: 0.4734	Eval_GAUC: 0.8107	Eval_AUC: 0.8128
Epoch 3 Global_step 309000	Train_loss: 0.4725	Eval_GAUC: 0.7857	Eval_AUC: 0.7878
Epoch 3 Global_step 310000	Train_loss: 0.4745	Eval_GAUC: 0.7751	Eval_AUC: 0.7760
Epoch 3 Global_step 311000	Train_loss: 0.4738	Eval_GAUC: 0.7687	Eval_AUC: 0.7699
Epoch 3 Global_step 312000	Train_loss: 0.4729	Eval_GAUC: 0.7830	Eval_AUC: 0.7841
Epoch 3 Global_step 313000	Train_loss: 0.4737	Eval_GAUC: 0.7736	Eval_AUC: 0.7752
Epoch 3 Global_step 314000	Train_loss: 0.4722	Eval_GAUC: 0.7889	Eval_AUC: 0.7906
Epoch 3 Global_step 315000	Train_loss: 0.4753	Eval_GAUC: 0.7831	Eval_AUC: 0.7847
Epoch 3 Global_step 316000	Train_loss: 0.4782	Eval_GAUC: 0.7516	Eval_AUC: 0.7512
Epoch 3 Global_step 317000	Train_loss: 0.4755	Eval_GAUC: 0.7724	Eval_AUC: 0.7735
Epoch 3 Global_step 318000	Train_loss: 0.4713	Eval_GAUC: 0.8057	Eval_AUC: 0.8070
Epoch 3 Global_step 319000	Train_loss: 0.4725	Eval_GAUC: 0.7799	Eval_AUC: 0.7813
Epoch 3 Global_step 320000	Train_loss: 0.4709	Eval_GAUC: 0.7727	Eval_AUC: 0.7738
Epoch 3 Global_step 321000	Train_loss: 0.4726	Eval_GAUC: 0.7499	Eval_AUC: 0.7517
Epoch 3 Global_step 322000	Train_loss: 0.4771	Eval_GAUC: 0.7576	Eval_AUC: 0.7577
Epoch 3 Global_step 323000	Train_loss: 0.4717	Eval_GAUC: 0.7949	Eval_AUC: 0.7958
Epoch 3 Global_step 324000	Train_loss: 0.4713	Eval_GAUC: 0.7678	Eval_AUC: 0.7700
Epoch 3 Global_step 325000	Train_loss: 0.4757	Eval_GAUC: 0.7758	Eval_AUC: 0.7777
Epoch 3 Global_step 326000	Train_loss: 0.4706	Eval_GAUC: 0.7777	Eval_AUC: 0.7787
Epoch 3 DONE	Cost time: 59598.85
Epoch 4 Global_step 327000	Train_loss: 0.4204	Eval_GAUC: 0.8047	Eval_AUC: 0.8070
Epoch 4 Global_step 328000	Train_loss: 0.4660	Eval_GAUC: 0.7660	Eval_AUC: 0.7680
Epoch 4 Global_step 329000	Train_loss: 0.4696	Eval_GAUC: 0.7690	Eval_AUC: 0.7711
Epoch 4 Global_step 330000	Train_loss: 0.4725	Eval_GAUC: 0.7622	Eval_AUC: 0.7620
Epoch 4 Global_step 331000	Train_loss: 0.4669	Eval_GAUC: 0.7721	Eval_AUC: 0.7735
Epoch 4 Global_step 332000	Train_loss: 0.4739	Eval_GAUC: 0.7979	Eval_AUC: 0.7997
Epoch 4 Global_step 333000	Train_loss: 0.4621	Eval_GAUC: 0.7625	Eval_AUC: 0.7640
Epoch 4 Global_step 334000	Train_loss: 0.4673	Eval_GAUC: 0.8128	Eval_AUC: 0.8146
Epoch 4 Global_step 335000	Train_loss: 0.4663	Eval_GAUC: 0.8001	Eval_AUC: 0.8019
Epoch 4 Global_step 336000	Train_loss: 0.4646	Eval_GAUC: 0.7504	Eval_AUC: 0.7515
Epoch 4 Global_step 337000	Train_loss: 0.4587	Eval_GAUC: 0.7767	Eval_AUC: 0.7782
Epoch 4 Global_step 338000	Train_loss: 0.4613	Eval_GAUC: 0.7607	Eval_AUC: 0.7627
Epoch 4 Global_step 339000	Train_loss: 0.4589	Eval_GAUC: 0.7708	Eval_AUC: 0.7730
Epoch 4 Global_step 340000	Train_loss: 0.4550	Eval_GAUC: 0.7817	Eval_AUC: 0.7836
Epoch 4 Global_step 341000	Train_loss: 0.4637	Eval_GAUC: 0.7675	Eval_AUC: 0.7693
Epoch 4 Global_step 342000	Train_loss: 0.4541	Eval_GAUC: 0.7801	Eval_AUC: 0.7823
Epoch 4 Global_step 343000	Train_loss: 0.4569	Eval_GAUC: 0.7757	Eval_AUC: 0.7779
Epoch 4 Global_step 344000	Train_loss: 0.4508	Eval_GAUC: 0.7664	Eval_AUC: 0.7683
Epoch 4 Global_step 345000	Train_loss: 0.4587	Eval_GAUC: 0.7718	Eval_AUC: 0.7745
Epoch 4 Global_step 346000	Train_loss: 0.4560	Eval_GAUC: 0.7593	Eval_AUC: 0.7617
Epoch 4 Global_step 347000	Train_loss: 0.4575	Eval_GAUC: 0.7656	Eval_AUC: 0.7675
Epoch 4 Global_step 348000	Train_loss: 0.4587	Eval_GAUC: 0.7633	Eval_AUC: 0.7653
Epoch 4 Global_step 349000	Train_loss: 0.4554	Eval_GAUC: 0.7649	Eval_AUC: 0.7668
Epoch 4 Global_step 350000	Train_loss: 0.4549	Eval_GAUC: 0.7814	Eval_AUC: 0.7838
Epoch 4 Global_step 351000	Train_loss: 0.4604	Eval_GAUC: 0.7812	Eval_AUC: 0.7838
Epoch 4 Global_step 352000	Train_loss: 0.4519	Eval_GAUC: 0.7739	Eval_AUC: 0.7765
Epoch 4 Global_step 353000	Train_loss: 0.4563	Eval_GAUC: 0.7673	Eval_AUC: 0.7693
Epoch 4 Global_step 354000	Train_loss: 0.4576	Eval_GAUC: 0.7813	Eval_AUC: 0.7839
Epoch 4 Global_step 355000	Train_loss: 0.4585	Eval_GAUC: 0.7760	Eval_AUC: 0.7780
Epoch 4 Global_step 356000	Train_loss: 0.4532	Eval_GAUC: 0.7747	Eval_AUC: 0.7773
Epoch 4 Global_step 357000	Train_loss: 0.4596	Eval_GAUC: 0.7727	Eval_AUC: 0.7753
Epoch 4 Global_step 358000	Train_loss: 0.4538	Eval_GAUC: 0.7756	Eval_AUC: 0.7779
Epoch 4 Global_step 359000	Train_loss: 0.4513	Eval_GAUC: 0.7782	Eval_AUC: 0.7797
Epoch 4 Global_step 360000	Train_loss: 0.4536	Eval_GAUC: 0.7638	Eval_AUC: 0.7653
Epoch 4 Global_step 361000	Train_loss: 0.4546	Eval_GAUC: 0.7776	Eval_AUC: 0.7803
Epoch 4 Global_step 362000	Train_loss: 0.4645	Eval_GAUC: 0.7702	Eval_AUC: 0.7723
Epoch 4 Global_step 363000	Train_loss: 0.4563	Eval_GAUC: 0.7797	Eval_AUC: 0.7822
Epoch 4 Global_step 364000	Train_loss: 0.4510	Eval_GAUC: 0.7766	Eval_AUC: 0.7790
Epoch 4 Global_step 365000	Train_loss: 0.4535	Eval_GAUC: 0.7661	Eval_AUC: 0.7685
Epoch 4 Global_step 366000	Train_loss: 0.4560	Eval_GAUC: 0.7793	Eval_AUC: 0.7816
Epoch 4 Global_step 367000	Train_loss: 0.4496	Eval_GAUC: 0.7756	Eval_AUC: 0.7779
Epoch 4 Global_step 368000	Train_loss: 0.4540	Eval_GAUC: 0.7735	Eval_AUC: 0.7758
Epoch 4 Global_step 369000	Train_loss: 0.4521	Eval_GAUC: 0.7695	Eval_AUC: 0.7716
Epoch 4 Global_step 370000	Train_loss: 0.4558	Eval_GAUC: 0.7734	Eval_AUC: 0.7754
Epoch 4 Global_step 371000	Train_loss: 0.4558	Eval_GAUC: 0.7798	Eval_AUC: 0.7820
Epoch 4 Global_step 372000	Train_loss: 0.4569	Eval_GAUC: 0.7702	Eval_AUC: 0.7724
Epoch 4 Global_step 373000	Train_loss: 0.4528	Eval_GAUC: 0.7868	Eval_AUC: 0.7892
Epoch 4 Global_step 374000	Train_loss: 0.4524	Eval_GAUC: 0.7835	Eval_AUC: 0.7862
Epoch 4 Global_step 375000	Train_loss: 0.4533	Eval_GAUC: 0.7840	Eval_AUC: 0.7864
Epoch 4 Global_step 376000	Train_loss: 0.4531	Eval_GAUC: 0.7763	Eval_AUC: 0.7792
Epoch 4 Global_step 377000	Train_loss: 0.4504	Eval_GAUC: 0.7747	Eval_AUC: 0.7769
Epoch 4 Global_step 378000	Train_loss: 0.4524	Eval_GAUC: 0.7730	Eval_AUC: 0.7753
Epoch 4 Global_step 379000	Train_loss: 0.4539	Eval_GAUC: 0.7674	Eval_AUC: 0.7693
Epoch 4 Global_step 380000	Train_loss: 0.4559	Eval_GAUC: 0.7822	Eval_AUC: 0.7848
Epoch 4 Global_step 381000	Train_loss: 0.4581	Eval_GAUC: 0.7865	Eval_AUC: 0.7891
Epoch 4 Global_step 382000	Train_loss: 0.4525	Eval_GAUC: 0.7825	Eval_AUC: 0.7852
Epoch 4 Global_step 383000	Train_loss: 0.4511	Eval_GAUC: 0.7766	Eval_AUC: 0.7785
Epoch 4 Global_step 384000	Train_loss: 0.4536	Eval_GAUC: 0.7825	Eval_AUC: 0.7851
Epoch 4 Global_step 385000	Train_loss: 0.4491	Eval_GAUC: 0.7720	Eval_AUC: 0.7739
Epoch 4 Global_step 386000	Train_loss: 0.4556	Eval_GAUC: 0.7635	Eval_AUC: 0.7656
Epoch 4 Global_step 387000	Train_loss: 0.4547	Eval_GAUC: 0.7835	Eval_AUC: 0.7859
Epoch 4 Global_step 388000	Train_loss: 0.4530	Eval_GAUC: 0.7816	Eval_AUC: 0.7837
Epoch 4 Global_step 389000	Train_loss: 0.4539	Eval_GAUC: 0.7755	Eval_AUC: 0.7775
Epoch 4 Global_step 390000	Train_loss: 0.4542	Eval_GAUC: 0.7899	Eval_AUC: 0.7922
Epoch 4 Global_step 391000	Train_loss: 0.4526	Eval_GAUC: 0.7850	Eval_AUC: 0.7872
Epoch 4 Global_step 392000	Train_loss: 0.4547	Eval_GAUC: 0.7864	Eval_AUC: 0.7885
Epoch 4 Global_step 393000	Train_loss: 0.4507	Eval_GAUC: 0.7699	Eval_AUC: 0.7723
Epoch 4 Global_step 394000	Train_loss: 0.4539	Eval_GAUC: 0.7767	Eval_AUC: 0.7795
